"IPAddress","Name","Status","ErrorMessage"
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.101","smtpout3.banobras.gob.mx","OK",""
"189.204.208.102","102.189-204-208.bestelclientes.com.mx","OK",""
"189.204.208.102","102.189-204-208.bestelclientes.com.mx","OK",""
"200.77.238.196","200-77-239-196.kionetworks.com","OK",""
"200.77.238.199","200-77-239-199.kionetworks.com","OK",""
"200.77.238.199","200-77-239-199.kionetworks.com","OK",""
"200.77.238.200","200-77-239-200.kionetworks.com","OK",""
"200.77.238.201","200-77-239-201.kionetworks.com","OK",""
"200.77.238.202","200-77-239-202.kionetworks.com","OK",""
"200.77.238.203","200-77-239-203.kionetworks.com","OK",""
"200.77.238.203","200-77-239-203.kionetworks.com","OK",""
"200.77.238.204","200-77-239-204.kionetworks.com","OK",""
"200.77.238.206","200-77-239-206.kionetworks.com","OK",""
"200.77.238.207","200-77-239-207.kionetworks.com","OK",""
"200.77.238.208","200-77-239-208.kionetworks.com","OK",""
"200.77.238.208","200-77-239-208.kionetworks.com","OK",""
"200.77.238.209","smtpout.banobras.gob.mx","OK",""
"200.77.238.209","smtpout.banobras.gob.mx","OK",""
"200.77.238.211","wall3.banobras.gob.mx","OK",""
"200.77.238.213","200-77-239-213.kionetworks.com","OK",""
"200.77.238.213","200-77-239-213.kionetworks.com","OK",""
"200.77.238.215","200-77-239-215.kionetworks.com","OK",""
"200.77.238.216","200-77-239-216.kionetworks.com","OK",""
"200.77.238.216","200-77-239-216.kionetworks.com","OK",""
"200.77.238.217","200-77-239-217.kionetworks.com","OK",""
"200.77.238.218","200-77-239-218.kionetworks.com","OK",""
"200.77.238.219","200-77-239-219.kionetworks.com","OK",""
"200.77.238.220","smtpout2.banobras.gob.mx","OK",""
"200.77.238.221","200-77-239-221.kionetworks.com","OK",""
"200.77.238.222","smtpin.banobras.gob.mx","OK",""
"200.77.238.223","smtpin2.banobras.gob.mx","OK",""
"200.77.238.224","200-77-239-224.kionetworks.com","OK",""
"200.77.238.225","200-77-239-225.kionetworks.com","OK",""
"200.77.238.251","200-77-239-251.kionetworks.com","OK",""
"201.148.20.176","176.201-148-20.bestelclientes.com.mx","OK",""
"201.148.62.34","34.201-148-62.bestelclientes.com.mx","OK",""
"201.148.62.35","35.201-148-62.bestelclientes.com.mx","OK",""
"201.148.62.36","36.201-148-62.bestelclientes.com.mx","OK",""
"201.148.62.37","37.201-148-62.bestelclientes.com.mx","OK",""
