"Name","IPAddress","Status","ErrorMessage"
"bnopveeamrsa","172.17.206.137","OK",""
"bnopveeamwasa","172.17.206.138","OK",""
"bnopvmsrm-b","172.27.206.77","OK",""
"bnopvrops2-b","","NOT_OK","bnopvrops2-b : El nombre DNS no existe"
"bnopvrops-a","172.17.206.6","OK",""
"bnopvrops-b","172.27.206.6","OK",""
"bnopwspld-a","172.17.211.34","OK",""
"bnopwsrenapo-a","172.17.216.114","OK",""
"bnopwswlcrm-a","172.17.204.22","OK",""
"bnopwswlikcrm-a","172.17.204.23","OK",""
"bnopyatla-a","172.17.208.15","OK",""
"bnoqabdsql1-b","172.27.203.38","OK",""
"bnoqafonadin-b","172.27.207.113","OK",""
"bnoqaikosnet-b","172.27.203.39","OK",""
"bnoqalfr-b","","NOT_OK","bnoqalfr-b : El nombre DNS no existe"
"bnoqapcc-b","172.27.202.27","OK",""
"bnoqappdeban-b","172.27.207.73","OK",""
"bnoqarepreg-b","172.27.207.107","OK",""
"bnoqariesgos-b","","NOT_OK","bnoqariesgos-b : El nombre DNS no existe"
"bnoqasecq-b","","NOT_OK","bnoqasecq-b : El nombre DNS no existe"
"bnoqaspoq-b","172.27.211.33","OK",""
"bnoqastrq","","NOT_OK","bnoqastrq : El nombre DNS no existe"
"bnoqastrq-b-nw","","NOT_OK","bnoqastrq-b-nw : El nombre DNS no existe"
"bnoqcarteraat-b","172.27.202.23","OK",""
"bnoqderiva-b","172.27.211.64","OK",""
"bnoqmap-b","","NOT_OK","bnoqmap-b : El nombre DNS no existe"
"bnoqohs-b","172.27.207.102","OK",""
"bnoqosb2-b","172.27.207.108","OK",""
"bnoqosb2esb-b","172.27.207.93","OK",""
"bnoqosb-b","","NOT_OK","bnoqosb-b : El nombre DNS no existe"
"bnoqportales-b","172.27.201.110","OK",""
"bnoqpst-b","","NOT_OK","bnoqpst-b : El nombre DNS no existe"
"bnoqrepofidu2-b","172.27.211.62","OK",""
"bnoqrepofidu-b","172.27.211.59","OK",""
"bnoqsiar-b","172.27.205.12","OK",""
"bnoqsicalc2-b","","NOT_OK","bnoqsicalc2-b : El nombre DNS no existe"
"bnoqsicalc-b","","NOT_OK","bnoqsicalc-b : El nombre DNS no existe"
"bnoqsicofin01-b","172.27.90.73","OK",""
"bnoqsicofin1-b","172.27.207.97","OK",""
"bnoqsicreb04-b","","NOT_OK","bnoqsicreb04-b : El nombre DNS no existe"
"bnoqsispromex-b","172.27.201.68","OK",""
"bnoqsoftk04-b","","NOT_OK","bnoqsoftk04-b : El nombre DNS no existe"
"bnoqsoftk05-b","","NOT_OK","bnoqsoftk05-b : El nombre DNS no existe"
"bnoqyatla-b","172.27.211.13","OK",""
"bnoscitrixppl-b","172.27.90.225","OK",""
"bnosideriv-b","172.27.90.233","OK",""
"bnosikosesb-b","172.27.207.53","OK",""
"bnositeso03-b","172.27.90.17","OK",""
"bnotbdora-b","172.27.208.10","OK",""
"bnotbdsql1-b","172.27.203.22","OK",""
"bnotbdsql2-b","172.27.203.23","OK",""
"bnotcashcs2-b","","NOT_OK","bnotcashcs2-b : El nombre DNS no existe"
"bnotcashnet-b","172.27.203.25","OK",""
"bnotideriv-b","172.27.90.41","OK",""
"bnotikosnet-b","172.27.203.24","OK",""
"bnotiteso03-b","172.27.90.241","OK",""
"bnotmpsp2013-a","172.17.206.143","OK",""
"bnotmpsp2016-a","172.17.206.144","OK",""
"bnotriesgos-b","172.27.205.11","OK",""
"bnotsial01-b","172.27.201.109","OK",""
"bnotspei01-b","172.28.220.25","OK",""
"bnoycarterapd-b","172.27.90.129","OK",""
"boabapcmp","172.17.211.16","OK",""
"bodevbid","172.27.211.8","OK",""
"bodevbod","172.27.211.14","OK",""
"bodevced","172.27.211.9","OK",""
"bodevcmd","","NOT_OK","bodevcmd : El nombre DNS no existe"
"bodevcrd","172.27.211.2","OK",""
"bodevecd","172.27.211.1","OK",""
"bodevepd","172.27.211.7","OK",""
"bodevpid","172.27.211.6","OK",""
"bodevpid-new","","NOT_OK","bodevpid-new : El nombre DNS no existe"
"bodevtrd","172.27.211.12","OK",""
"bopabapecp","172.17.211.29","OK",""
"bopabappop","172.17.211.30","OK",""
"bopppbo","172.27.211.47","OK",""
"bopptrp","172.27.211.49","OK",""
"boprdbop","172.17.211.8","OK",""
"boprdtrp","172.17.211.9","OK",""
"boqasboq","172.17.211.10","OK",""
"boqrpf18pj0r","10.15.22.13","OK",""
"boxprsiba01","172.18.101.23","OK",""
"campeche","","NOT_OK","campeche : El nombre DNS no existe"
"camw10mj070kyy","10.15.5.13","OK",""
"camw10mj070llf","10.15.5.10","OK",""
"camw10pf18qj77","10.15.5.12","OK",""
"cdjw10mj070lgk","","NOT_OK","cdjw10mj070lgk : El nombre DNS no existe"
"cdjw10mj070lke","","NOT_OK","cdjw10mj070lke : El nombre DNS no existe"
"cdjw10mj077fg5","","NOT_OK","cdjw10mj077fg5 : El nombre DNS no existe"
"cendi","","NOT_OK","cendi : El nombre DNS no existe"
"cendi-ap1","","NOT_OK","cendi-ap1 : El nombre DNS no existe"
"cendi-ap2","","NOT_OK","cendi-ap2 : El nombre DNS no existe"
"cendi-ap3","","NOT_OK","cendi-ap3 : El nombre DNS no existe"
"cenw10mj070lpn","10.15.31.27","OK",""
"cenw10mj07e3nr","10.15.31.26","OK",""
"cenw10mj07e3nw","10.15.31.15","OK",""
"cenw10mj07e3nx","10.15.31.16","OK",""
"cenw10mj07e3nz","10.15.31.28","OK",""
"cenw10mj07e3p1","10.15.31.22","OK",""
"cenw10mj07e3p6","10.15.31.72","OK",""
"cenw10mj07e3p7","10.15.31.12","OK",""
"cenw10mj07e3pc","10.15.31.20","OK",""
"cenw10mj07e3pe","10.15.31.14","OK",""
"cenw10mj07e3pf","10.15.31.7","OK",""
"cenw10mj07e3pp","10.15.31.23","OK",""
"cenw10mj07e3pr","10.15.31.21","OK",""
"cenw10mj07e3ps","10.15.31.19","OK",""
"cenw10mj07e3pt","10.15.31.18","OK",""
"cenw10mj07e3pw","10.15.31.10","OK",""
"cenw10mj07e3px","10.15.31.11","OK",""
"cenw10mj07e3pz","10.15.31.13","OK",""
"cenw10mj07e3q0","10.15.31.6","OK",""
"cenw10pf18nmzp","10.15.31.24","OK",""
"cew10mj07e3nq","10.15.31.17","OK",""
"chi1w10mj070l1k","10.15.7.13","OK",""
"chi1w10mj070l24","10.15.7.10","OK",""
"chiapas","","NOT_OK","chiapas : El nombre DNS no existe"
"chihuahua","","NOT_OK","chihuahua : El nombre DNS no existe"
"chsw10mj070kye","10.15.6.11","OK",""
"chsw10mj070kz2","10.15.6.17","OK",""
"chsw10mj070ln9","10.15.6.20","OK",""
"chsw10mj070lnb","10.15.6.16","OK",""
"chsw10pf18mydh","10.15.6.15","OK",""
"cm1-avp-santafe-1","","NOT_OK","cm1-avp-santafe-1 : El nombre DNS no existe"
"cm1-avp-santafe-2","","NOT_OK","cm1-avp-santafe-2 : El nombre DNS no existe"
"coahuila","","NOT_OK","coahuila : El nombre DNS no existe"
"coahw10mj06ny4b","10.15.8.22","OK",""
"coaw10mj070kz9","10.15.8.23","OK",""
"coaw10mj070lp4","10.15.8.15","OK",""
"coaw10mj070lvv","10.15.8.14","OK",""
"coaw10pf185agz","10.15.8.20","OK",""
"coaw10pf18guu4","10.15.8.10","OK",""
"colima","","NOT_OK","colima : El nombre DNS no existe"
"colw10mj073k0s1","10.15.9.9","OK",""
"colw10mj0l291","10.15.9.12","OK",""
"colw10pf18p8pd","","NOT_OK","colw10pf18p8pd : El nombre DNS no existe"
"core-6509vss","","NOT_OK","core-6509vss : El nombre DNS no existe"
"correo.banobras.gob.mx","172.17.206.200","OK",""
"cp1w10mj070kx6","10.15.13.12","OK",""
"cp1w10mj070l1w1","10.15.13.14","OK",""
"cp1w10pf18qchp","10.15.13.15","OK",""
"desktop-lfe5sqp","10.15.7.12","OK",""
"df-m-a1","","NOT_OK","df-m-a1 : El nombre DNS no existe"
"df-m-a2","","NOT_OK","df-m-a2 : El nombre DNS no existe"
"df-m-b1","","NOT_OK","df-m-b1 : El nombre DNS no existe"
"df-m-b2","","NOT_OK","df-m-b2 : El nombre DNS no existe"
"dgow10mj070lh0","10.15.10.22","OK",""
"dgow10mj070tzk","10.15.10.18","OK",""
"dpbw10pf18qfy5","10.15.10.30","OK",""
"durango","","NOT_OK","durango : El nombre DNS no existe"
"durw10mj06he0q","10.15.10.21","OK",""
"durw10mj06hf9b","10.15.10.20","OK",""
"edme2w10mj070ll","","NOT_OK","edme2w10mj070ll : El nombre DNS no existe"
"edme2wi10mj070k","","NOT_OK","edme2wi10mj070k : El nombre DNS no existe"
"edmmj070kyr","10.15.11.14","OK",""
"edmw10mj070lgm","10.15.11.22","OK",""
"evw10speidtic1","172.28.219.241","OK",""
"evw10speidtic2","172.28.219.242","OK",""
"g450-santafe-1-001","","NOT_OK","g450-santafe-1-001 : El nombre DNS no existe"
"g450-santafe-2-002","","NOT_OK","g450-santafe-2-002 : El nombre DNS no existe"
"g450-santafe-3-003","","NOT_OK","g450-santafe-3-003 : El nombre DNS no existe"
"g450-santafe-4-004","","NOT_OK","g450-santafe-4-004 : El nombre DNS no existe"
"grow10mj070kzn","10.15.13.16","OK",""
"gtow10mj070lgw","","NOT_OK","gtow10mj070lgw : El nombre DNS no existe"
"gtow10mj070lmb","10.15.12.13","OK",""
"gtow10pf18pkfs","10.15.12.30","OK",""
"guanajuato","","NOT_OK","guanajuato : El nombre DNS no existe"
"guerrero","","NOT_OK","guerrero : El nombre DNS no existe"
"hg0w10mj070kx8","10.15.1.11","OK",""
"hgow10mj070kxh1","","NOT_OK","hgow10mj070kxh1 : El nombre DNS no existe"
"hgow10mj070kxh2","10.15.1.13","OK",""
"hgow10pf18nbbh","10.15.1.15","OK",""
"hgow10pf18py5d","10.15.1.12","OK",""
"hidalgo","","NOT_OK","hidalgo : El nombre DNS no existe"
"idfswitch-p1","","NOT_OK","idfswitch-p1 : El nombre DNS no existe"
"idfswitch-p2","","NOT_OK","idfswitch-p2 : El nombre DNS no existe"
"idfswitch-p3","","NOT_OK","idfswitch-p3 : El nombre DNS no existe"
"idfswitch-p4","","NOT_OK","idfswitch-p4 : El nombre DNS no existe"
"idfswitch-p6","","NOT_OK","idfswitch-p6 : El nombre DNS no existe"
"idfswitch-p7","","NOT_OK","idfswitch-p7 : El nombre DNS no existe"
"idfswitch-p8","","NOT_OK","idfswitch-p8 : El nombre DNS no existe"
"idfswitch-p9","","NOT_OK","idfswitch-p9 : El nombre DNS no existe"
"idfswitch-pb-stk1","","NOT_OK","idfswitch-pb-stk1 : El nombre DNS no existe"
"jalisco","","NOT_OK","jalisco : El nombre DNS no existe"
"jalp1w10mj00lfw","","NOT_OK","jalp1w10mj00lfw : El nombre DNS no existe"
"jalp1w10mj070l2","","NOT_OK","jalp1w10mj070l2 : El nombre DNS no existe"
"jalp1w10pf18h12","","NOT_OK","jalp1w10pf18h12 : El nombre DNS no existe"
"jalp2w10mj070l1","","NOT_OK","jalp2w10mj070l1 : El nombre DNS no existe"
"jalw10mj070kzp","10.15.14.15","OK",""
"jalw10mj070l","10.15.14.13","OK",""
"jalw10mj070l0l","10.15.14.21","OK",""
"jalw10mj070lnt","10.15.14.16","OK",""
"jalw10pf18nza","10.15.14.20","OK",""
"ld01ppsiba21","172.27.211.45","OK",""
"ld01prsiba21","172.18.101.18","OK",""
"ld01qascmq","","NOT_OK","ld01qascmq : El nombre DNS no existe"
"ld01qasiba01","172.27.211.38","OK",""
"ld01qasiba02","172.27.211.39","OK",""
"ld02ppsiba21","172.17.211.20","OK",""
"ld02ppsiba31","172.27.211.46","OK",""
"ld02prsiba21","172.18.101.19","OK",""
"ld02prsiba31","172.18.101.27","OK",""
"ld02qasiba01","172.27.211.37","OK",""
"ld02qasiba02","172.27.211.40","OK",""
"ld02qasiba03","172.27.211.43","OK",""
"ld03ppsiba21","","NOT_OK","ld03ppsiba21 : El nombre DNS no existe"
"ld03prsiba21","172.18.101.20","OK",""
"ld04ppsiba12","172.27.211.51","OK",""
"ld04ppsiba22","172.27.211.48","OK",""
"ld04prsiba12","172.18.101.15","OK",""
"ld04prsiba22","172.18.101.22","OK",""
"ld04qasiba02","172.27.211.41","OK",""
"mich10mj070l1l","10.15.15.17","OK",""
"michoac??n","","NOT_OK","michoac??n : El nombre DNS no existe"
"micw101pf18phyz","","NOT_OK","micw101pf18phyz : El nombre DNS no existe"
"micw10mj070kxb","10.15.15.15","OK",""
"micw10mj070l2e","10.15.15.16","OK",""
"micw10mj070lpy1","10.15.15.11","OK",""
"micw10pf18nq3t","10.15.15.20","OK",""
"morelos","","NOT_OK","morelos : El nombre DNS no existe"
"morw10mj070l05","","NOT_OK","morw10mj070l05 : El nombre DNS no existe"
"morw10mj070l2j","10.15.16.12","OK",""
"morw10mj070lfb2","10.15.16.13","OK",""
"morw10pf18ps6w","","NOT_OK","morw10pf18ps6w : El nombre DNS no existe"
"mxb-ban-ddos01","","NOT_OK","mxb-ban-ddos01 : El nombre DNS no existe"
"mxb-ban-ddos02","","NOT_OK","mxb-ban-ddos02 : El nombre DNS no existe"
"mxb-ban-encriptor01","","NOT_OK","mxb-ban-encriptor01 : El nombre DNS no existe"
"mxb-ban-encriptor02","","NOT_OK","mxb-ban-encriptor02 : El nombre DNS no existe"
"mxb-ban-fwdc01","","NOT_OK","mxb-ban-fwdc01 : El nombre DNS no existe"
"mxb-ban-fwdc02","","NOT_OK","mxb-ban-fwdc02 : El nombre DNS no existe"
"mxb-ban-fwmgmt","","NOT_OK","mxb-ban-fwmgmt : El nombre DNS no existe"
"nayarit","","NOT_OK","nayarit : El nombre DNS no existe"
"nayw10mj070lgq","10.15.17.13","OK",""
"nayw10mj070lhg","10.15.17.14","OK",""
"nayw10pf18mkk0","","NOT_OK","nayw10pf18mkk0 : El nombre DNS no existe"
"netscout","","NOT_OK","netscout : El nombre DNS no existe"
"nexus3k-1","","NOT_OK","nexus3k-1 : El nombre DNS no existe"
"nexus3k-2","","NOT_OK","nexus3k-2 : El nombre DNS no existe"
"nlew10mj070kxj","10.15.18.16","OK",""
"nlew10mj070kyj","10.15.18.17","OK",""
"nlew10mj070l0x","10.15.18.13","OK",""
"nlew10mj070ley","10.15.18.20","OK",""
"nlew10mj070lhz","10.15.18.12","OK",""
"nlew10pf18qcjn","10.15.18.15","OK",""
"ns-banb","","NOT_OK","ns-banb : El nombre DNS no existe"
"oaxaca","","NOT_OK","oaxaca : El nombre DNS no existe"
"oaxw10mj070kzs","10.15.19.14","OK",""
"oaxw10mj070l28","10.15.19.17","OK",""
"oaxw10mj070lgp","10.15.19.12","OK",""
"oaxw10pf18gv37","10.15.19.11","OK",""
"p10w10mj070kyd","","NOT_OK","p10w10mj070kyd : El nombre DNS no existe"
"p10w10mj070l09","10.5.2.246","OK",""
"p10w10mj070l1e","10.5.1.78","OK",""
"p10w10pf18mhf5","10.5.3.115,10.5.2.219","OK",""
"p10w10pf18pe0l","10.5.1.163","OK",""
"p10w10pf18qsnd","10.5.1.105","OK",""
"p2w10mj071e3y","10.5.162.37","OK",""
"p6win10pf18mrxq","10.250.252.24","OK",""
"p8w10mj070lmg","10.3.8.108","OK",""
"p8w10pf18han1","10.250.252.168,192.168.0.9","OK",""
"p9w10pf18q4as","10.3.9.79","OK",""
"pbmzw10mj070les","","NOT_OK","pbmzw10mj070les : El nombre DNS no existe"
"pbw10d1391l0t","10.4.38.168","OK",""
"pp10w10f3mddw6","","NOT_OK","pp10w10f3mddw6 : El nombre DNS no existe"
"pp10w10mj070ky6","10.5.1.161","OK",""
"pp10w10mj070kyg","10.5.1.245","OK",""
"pp10w10mj070l0c","10.5.162.100","OK",""
"pp10w10mj070l1v","10.5.1.158","OK",""
"pp10w10mj070lfa","10.5.162.96","OK",""
"pp10w10mj070ljq","10.5.1.162","OK",""
"pp10w10mj070ljt","10.5.2.75","OK",""
"pp10w10mj070lkk","10.5.1.166","OK",""
"pp10w10mj070lqe","10.5.1.171","OK",""
"pp10w10mj071e40","10.5.2.154","OK",""
"pp10w10mj073k0m","","NOT_OK","pp10w10mj073k0m : El nombre DNS no existe"
"pp10w10pf18nmz3","10.5.1.73","OK",""
"pp1w10mj070lhd","10.5.1.100","OK",""
"pp1w10mj073jyd","10.5.2.115","OK",""
"pp2w10mj070kx7","10.5.2.242","OK",""
"pp2w10mj070kxa","10.5.2.204","OK",""
"pp2w10mj070kxm","10.5.1.93","OK",""
"pp2w10mj070kxq","10.5.1.164","OK",""
"pp2w10mj070ky4","10.5.1.60","OK",""
"pp2w10mj070ky7","10.5.1.52","OK",""
"pp2w10mj070kyk","10.5.2.66","OK",""
"pp2w10mj070kym","","NOT_OK","pp2w10mj070kym : El nombre DNS no existe"
"pp2w10mj070l08","10.5.2.59","OK",""
"pp2w10mj070l0a","10.5.1.159","OK",""
"pp2w10mj070l0h","10.5.162.105","OK",""
"pp2w10mj070l0p","10.5.2.103","OK",""
"pp2w10mj070l122","10.5.162.60","OK",""
"pp2w10mj070l15","10.5.2.150","OK",""
"pp2w10mj070l1b","10.5.1.75","OK",""
"pp2w10mj070l1r","10.5.162.52","OK",""
"pp2w10mj070l1z","10.5.1.211","OK",""
"pp2w10mj070l2d","10.5.1.146","OK",""
"pp2w10mj070l2m","10.5.1.111","OK",""
"pp2w10mj070l2q","10.5.2.121","OK",""
"pp2w10mj070l2u","10.5.1.119","OK",""
"pp2w10mj070l2y","10.5.2.196","OK",""
"pp2w10mj070lf3","10.5.1.112","OK",""
"pp2w10mj070lfg","10.5.1.157","OK",""
"pp2w10mj070lge","10.5.1.178","OK",""
"pp2w10mj070lgl","10.5.1.224","OK",""
"pp2w10mj070lgr","10.5.2.77","OK",""
"pp2w10mj070lh3","10.5.2.223","OK",""
"pp2w10mj070lh7","10.5.1.246","OK",""
"pp2w10mj070lhn","10.5.1.96","OK",""
"pp2w10mj070lhq","10.5.162.93","OK",""
"pp2w10mj070lhu","10.5.1.156","OK",""
"pp2w10mj070lj2","10.5.1.99","OK",""
"pp2w10mj070lj4","10.5.2.92","OK",""
"pp2w10mj070lj5","10.5.1.198","OK",""
"pp2w10mj070lj7","10.5.2.128","OK",""
"pp2w10mj070lj8","10.5.1.56","OK",""
"pp2w10mj070ljb","10.5.2.202","OK",""
"pp2w10mj070ljd","10.5.1.57","OK",""
"pp2w10mj070ljs","10.5.2.116","OK",""
"pp2w10mj070ljz","10.5.1.121","OK",""
"pp2w10mj070lk4","","NOT_OK","pp2w10mj070lk4 : El nombre DNS no existe"
"pp2w10mj070lk5","10.5.1.195","OK",""
"pp2w10mj070lk7","10.5.1.90","OK",""
"pp2w10mj070lkb","10.5.1.123","OK",""
"pp2w10mj070lkr","10.5.1.72","OK",""
"pp2w10mj070ll3","10.5.1.177","OK",""
"pp2w10mj070ll8","10.5.1.94","OK",""
"pp2w10mj070llk","10.5.162.91","OK",""
"pp2w10mj070llx","10.5.1.155","OK",""
"pp2w10mj070llz","10.5.2.193","OK",""
"pp2w10mj070lm1","10.5.2.101","OK",""
"pp2w10mj070lmf","10.5.2.83","OK",""
"pp2w10mj070lmj","10.5.1.202","OK",""
"pp2w10mj070lmn","10.5.162.110","OK",""
"pp2w10mj070lmu","10.3.11.95","OK",""
"pp2w10mj070lmx","10.5.1.6","OK",""
"pp2w10mj070lmy","10.5.1.113","OK",""
"pp2w10mj070ln3","10.5.1.120","OK",""
"pp2w10mj070ln6","10.5.162.23","OK",""
"pp2w10mj070lnf","10.5.162.28","OK",""
"pp2w10mj070lng","","NOT_OK","pp2w10mj070lng : El nombre DNS no existe"
"pp2w10mj070lnl","10.5.1.220","OK",""
"pp2w10mj070lnu","10.5.1.207","OK",""
"pp2w10mj070lp1","10.5.162.63","OK",""
"pp2w10mj070lp3","10.5.1.95","OK",""
"pp2w10mj070lpa","10.5.1.243","OK",""
"pp2w10mj070lpg","","NOT_OK","pp2w10mj070lpg : El nombre DNS no existe"
"pp2w10mj070lqc","10.5.162.24","OK",""
"pp2w10mj070lqd","10.5.2.132","OK",""
"pp2w10mj070lqf","","NOT_OK","pp2w10mj070lqf : El nombre DNS no existe"
"pp2w10mj070lqk","10.5.1.76","OK",""
"pp2w10mj070lqr","10.5.2.191","OK",""
"pp2w10mj070lqt","10.5.2.111","OK",""
"pp2w10mj070lqw","10.5.1.194","OK",""
"pp2w10mj070lr","10.5.1.235","OK",""
"pp2w10mj070lr2","","NOT_OK","pp2w10mj070lr2 : El nombre DNS no existe"
"pp2w10mj070lr6","10.5.1.81","OK",""
"pp2w10mj070lr7","10.5.2.79","OK",""
"pp2w10mj070lrb","10.5.1.110","OK",""
"pp2w10mj070lrn","10.5.1.131","OK",""
"pp2w10mj070lrp","10.5.1.241","OK",""
"pp2w10mj070lrr","10.5.1.185","OK",""
"pp2w10mj070lrt","10.5.1.136","OK",""
"pp2w10mj070lrx","10.5.162.62","OK",""
"pp2w10mj071e41","","NOT_OK","pp2w10mj071e41 : El nombre DNS no existe"
"pp2w10mj071e45","10.5.2.145","OK",""
"pp2w10mj073jxm","10.5.162.64","OK",""
"pp2w10mj073jxy","10.5.2.231","OK",""
"pp2w10mj073jy8","","NOT_OK","pp2w10mj073jy8 : El nombre DNS no existe"
"pp2w10mj073jyn","10.5.1.62","OK",""
"pp2w10mj073jyt","10.5.2.80","OK",""
"pp2w10mj073jz0","10.5.162.65","OK",""
"pp2w10mj073jz4","10.5.2.222","OK",""
"pp2w10mj073jz8","10.5.162.66","OK",""
"pp2w10mj073jzc","10.5.1.91","OK",""
"pp2w10mj073jzl","10.5.162.77","OK",""
"pp2w10mj073jzu","10.5.1.230","OK",""
"pp2w10mj073k02","10.5.2.114","OK",""
"pp2w10mj073k0a","10.5.162.21","OK",""
"pp2w10mj073k0d","10.5.2.122","OK",""
"pp2w10mj073k0e","10.5.1.117","OK",""
"pp2w10mj073k0g","10.5.162.59","OK",""
"pp2w10mj073k0h","10.5.2.188","OK",""
"pp2w10mj073k0j","10.5.162.111","OK",""
"pp2w10mj073k0r","10.5.2.232","OK",""
"pp2w10mj073k11","10.5.1.54","OK",""
"pp2w10mj073k1h","10.5.1.218","OK",""
"pp2w10mj073k1s","10.5.162.95","OK",""
"pp2w10mj073k1u","10.5.1.68","OK",""
"pp2w10mj073k1z","10.5.2.159","OK",""
"pp2w10mj073k23","10.5.2.212","OK",""
"pp2w10pf1856vv","10.5.2.125","OK",""
"pp2w10pf185ael","","NOT_OK","pp2w10pf185ael : El nombre DNS no existe"
"pp2w10pf18gxje","10.5.1.182","OK",""
"pp2w10pf18h02c","10.5.2.176","OK",""
"pp2w10pf18h6q7","10.5.3.108,10.5.2.67","OK",""
"pp2w10pf18hddg","10.5.2.239,10.5.3.112","OK",""
"pp2w10pf18hjvn","10.5.2.96","OK",""
"pp2w10pf18hjx6","10.5.2.134","OK",""
"pp2w10pf18hmhv","10.5.2.233","OK",""
"pp2w10pf18hmj19","10.5.3.106","OK",""
"pp2w10pf18hmul","10.5.2.208","OK",""
"pp2w10pf18mfcv","10.5.2.142","OK",""
"pp2w10pf18mkj0","10.5.2.166","OK",""
"pp2w10pf18mkkj","10.5.1.225","OK",""
"pp2w10pf18mmr5","10.5.1.65","OK",""
"pp2w10pf18mpt9","10.5.2.205","OK",""
"pp2w10pf18mpue","10.5.2.218","OK",""
"pp2w10pf18mrz5","10.5.3.86","OK",""
"pp2w10pf18mu1h","10.5.3.87","OK",""
"pp2w10pf18mu3y","10.5.2.118","OK",""
"pp2w10pf18myc1","10.5.1.228","OK",""
"pp2w10pf18n0f4","10.5.1.58","OK",""
"pp2w10pf18n4pt","10.5.2.214,10.250.252.83","OK",""
"pp2w10pf18n6uq","10.5.1.98","OK",""
"pp2w10pf18nb3d","10.5.1.190,10.5.3.99","OK",""
"pp2w10pf18nb4n","","NOT_OK","pp2w10pf18nb4n : El nombre DNS no existe"
"pp2w10pf18nb5l","10.5.2.51","OK",""
"pp2w10pf18ndc1","10.5.2.98","OK",""
"pp2w10pf18ndek","10.5.1.167,10.5.3.95","OK",""
"pp2w10pf18ndfb","10.5.2.124","OK",""
"pp2w10pf18nfge","10.5.3.52","OK",""
"pp2w10pf18nfhn","10.5.1.84","OK",""
"pp2w10pf18nfj4","10.5.2.167,10.5.3.120","OK",""
"pp2w10pf18nhlr","10.5.1.240","OK",""
"pp2w10pf18nhpp","10.5.1.83","OK",""
"pp2w10pf18nhq4","10.5.1.101","OK",""
"pp2w10pf18nmyc","10.5.2.235","OK",""
"pp2w10pf18nq2m","10.5.2.147","OK",""
"pp2w10pf18nq37","10.5.3.90,10.5.2.158","OK",""
"pp2w10pf18ns5a","10.5.2.68","OK",""
"pp2w10pf18ns6x","10.5.1.172","OK",""
"pp2w10pf18nua2","10.5.2.95","OK",""
"pp2w10pf18nuc7","10.5.1.92","OK",""
"pp2w10pf18nyj5","10.5.2.97","OK",""
"pp2w10pf18nyjk","10.5.2.57","OK",""
"pp2w10pf18nylk","10.5.2.74","OK",""
"pp2w10pf18nyls","10.5.162.191","OK",""
"pp2w10pf18p0qj","10.5.2.243","OK",""
"pp2w10pf18p0qw","10.5.3.191","OK",""
"pp2w10pf18p4vm","10.5.1.170","OK",""
"pp2w10pf18p7ay","10.5.3.65,10.5.2.177","OK",""
"pp2w10pf18pf63","10.5.3.66,10.5.2.161","OK",""
"pp2w10pf18pkf7","10.5.2.170,10.5.3.169","OK",""
"pp2w10pf18pkgt","10.5.3.168,10.5.2.70","OK",""
"pp2w10pf18pp43","10.5.1.147","OK",""
"pp2w10pf18prvj","10.5.3.166,10.5.1.104","OK",""
"pp2w10pf18q19a","10.5.1.209","OK",""
"pp2w10pf18q4cd","10.250.252.4","OK",""
"pp2w10pf18q986","10.5.1.242,10.5.3.173,10.250.252.120","OK",""
"pp2w10pf18qck0","10.5.2.249","OK",""
"pp2w10pf18qm72","10.5.1.183","OK",""
"pp2w10pf2sqjzz","10.5.1.234","OK",""
"pp2w10pf2sr83f","10.5.3.248,10.5.2.187","OK",""
"pp2w10pf2sr84p","10.5.2.123","OK",""
"pp2w10pf2sr85k","10.5.3.140","OK",""
"pp2w10pf2srb1d","10.5.1.244","OK",""
"pp3pf2slg1b","10.5.162.50","OK",""
"pp3w10mj070l1x","10.5.1.217","OK",""
"pp3w10mj070lf1","10.5.162.99","OK",""
"pp3w10mj070lgx","10.5.162.98","OK",""
"pp3w10mj070ll7","10.3.9.88","OK",""
"pp3w10mj070llj","10.5.162.61","OK",""
"pp3w10mj070llr","10.5.2.120","OK",""
"pp3w10mj070lmt","10.5.2.88","OK",""
"pp3w10mj073jzn","10.5.162.20","OK",""
"pp3w10mj073k04","10.5.162.30","OK",""
"pp3w10mj073k0u","10.5.162.70","OK",""
"pp3w10mj073k16","10.5.162.71","OK",""
"pp3w10mj073k1x","10.5.2.225","OK",""
"pp3w10mj07lht","10.5.162.18","OK",""
"pp3w10pf17ejws","10.5.162.101","OK",""
"pp3w10pf18h6p6","10.5.162.83","OK",""
"pp3w10pf18haqx","10.5.162.85,10.5.3.77","OK",""
"pp3w10pf18mfb4","10.5.162.58,10.3.11.213","OK",""
"pp3w10pf18n2nd","10.5.162.81","OK",""
"pp3w10pf18ndck","10.5.1.130","OK",""
"pp3w10pf18nhm7","10.5.162.47","OK",""
"pp3w10pf18p0nh","10.5.162.56","OK",""
"pp3w10pf18p483","10.5.3.110","OK",""
"pp3w10pf2sqk10","10.5.1.139,10.5.3.111","OK",""
"pp3w10pf2sqnpk","10.5.162.57","OK",""
"pp3w10pf2sra13","10.5.162.27","OK",""
"pp8w10pf18qj8s","10.4.35.123","OK",""
"pp9w10mj073k29","10.3.9.145","OK",""
"ppw10mj070ll6","10.5.1.138","OK",""
"ppw10mj073jzv","10.5.1.181","OK",""
