"Name","IPAddress","Status","ErrorMessage"
"ppw10pf18pp49","10.5.3.74","OK",""
"puebla","","NOT_OK","puebla : El nombre DNS no existe"
"puew10mj06heap","10.15.20.13","OK",""
"puew10mj070kzu","10.15.20.14","OK",""
"puew10mj070l19","10.15.20.16","OK",""
"puew10mj070le8","","NOT_OK","puew10mj070le8 : El nombre DNS no existe"
"puew10mj070lme","10.15.20.17","OK",""
"puew10mj073jzx","10.15.20.9","OK",""
"puew10pf17ejvg","10.15.20.11","OK",""
"puew10pf18pf5k","10.15.20.28","OK",""
"qf5-ban-ddos01","","NOT_OK","qf5-ban-ddos01 : El nombre DNS no existe"
"qf5-ban-ddos02","","NOT_OK","qf5-ban-ddos02 : El nombre DNS no existe"
"qf5-ban-encriptor01","","NOT_OK","qf5-ban-encriptor01 : El nombre DNS no existe"
"qf5-ban-encriptor02","","NOT_OK","qf5-ban-encriptor02 : El nombre DNS no existe"
"qf5-ban-fwdc01","","NOT_OK","qf5-ban-fwdc01 : El nombre DNS no existe"
"qf5-ban-fwdc02","","NOT_OK","qf5-ban-fwdc02 : El nombre DNS no existe"
"qf5-ban-fwmgmt","","NOT_OK","qf5-ban-fwmgmt : El nombre DNS no existe"
"qf5-ban-fwwe01","","NOT_OK","qf5-ban-fwwe01 : El nombre DNS no existe"
"qf5-ban-fwwe02","","NOT_OK","qf5-ban-fwwe02 : El nombre DNS no existe"
"qp1w10mj070lns","10.15.21.13","OK",""
"qp1w10pf18py2v","10.15.21.20","OK",""
"qrow10pf18q97a","10.15.21.14","OK",""
"qrw1010mj070llc","10.15.22.11","OK",""
"rmsjuridico","172.17.201.60","OK",""
"s10w10mj070lp2","10.5.2.192","OK",""
"s92w10mj073jxn","","NOT_OK","s92w10mj073jxn : El nombre DNS no existe"
"samara-stk1","","NOT_OK","samara-stk1 : El nombre DNS no existe"
"samara-stk2","","NOT_OK","samara-stk2 : El nombre DNS no existe"
"sinaloa","","NOT_OK","sinaloa : El nombre DNS no existe"
"sinw10mj070lka","10.15.24.13","OK",""
"sinwin10pf18plj","","NOT_OK","sinwin10pf18plj : El nombre DNS no existe"
"sinwin10pf18qj9","","NOT_OK","sinwin10pf18qj9 : El nombre DNS no existe"
"slpw10mj070kxz","10.15.23.12","OK",""
"slpw10mj070lfh","10.15.23.14","OK",""
"slpw10mj070lrd","10.15.23.16","OK",""
"slpw10pf18nb47","10.15.23.15","OK",""
"smgr1-avp-santafe-1","","NOT_OK","smgr1-avp-santafe-1 : El nombre DNS no existe"
"smzw10mj070lrw","10.3.12.43","OK",""
"smzw10mj073k10","10.3.11.80","OK",""
"smzw10pf18q4ba","10.3.11.107","OK",""
"soaw10mj070l06","10.15.110.132","OK",""
"soaw10mj070leb","10.15.96.138","OK",""
"soaw10mj070lff","10.15.96.136","OK",""
"soaw10mj070lfz","10.15.96.129","OK",""
"soaw10mj070lg0","10.15.96.103","OK",""
"soaw10mj070lg4","10.15.96.124","OK",""
"soaw10mj070lg9","10.15.96.130","OK",""
"soaw10mj070lgf","10.15.96.116","OK",""
"soaw10mj070lgt","10.15.96.131","OK",""
"soaw10mj070lh2","10.15.96.118","OK",""
"soaw10mj070lh8","","NOT_OK","soaw10mj070lh8 : El nombre DNS no existe"
"soaw10mj070lhe","10.15.96.133","OK",""
"soaw10mj070lhh","10.15.96.111","OK",""
"soaw10mj070lhl","10.15.102.11","OK",""
"soaw10mj070lhm","10.15.96.119","OK",""
"soaw10mj070lhp","10.15.96.108","OK",""
"soaw10mj070ljj","10.15.96.132","OK",""
"soaw10mj070ljk","10.15.96.123","OK",""
"soaw10mj070ljm","10.15.96.120","OK",""
"soaw10mj070ljp","10.15.96.106","OK",""
"soaw10mj070ljx","10.15.96.122","OK",""
"soaw10mj070lkz","10.15.96.126","OK",""
"soaw10mj070ll1","10.15.96.109","OK",""
"soaw10mj070lma","10.15.102.12","OK",""
"soaw10mj070lmh","10.15.110.130","OK",""
"soaw10mj070lnk","10.15.96.134","OK",""
"soaw10mj070lpq","10.15.96.189","OK",""
"soaw10mj073jyk","10.15.110.6","OK",""
"soaw10mj073jz3","10.15.96.140","OK",""
"soaw10mj073jzr","10.15.96.139","OK",""
"soaw10mj073k0t","10.15.102.30","OK",""
"soaw10mj073k2d","10.15.96.137","OK",""
"soaw10mj077ffu","10.15.96.121","OK",""
"soaw10mj077ffw","10.15.96.127","OK",""
"soaw10mj077ffx","10.15.96.107","OK",""
"soaw10mj077fg1","10.15.96.117","OK",""
"soaw10mj077fg3","10.15.96.104","OK",""
"soaw10mj077fg4","10.15.96.125","OK",""
"soaw10mj077fg8","10.15.110.131","OK",""
"soaw7mj070lh8","","NOT_OK","soaw7mj070lh8 : El nombre DNS no existe"
"soaw8mj070ljc","10.15.102.20","OK",""
"sonora","","NOT_OK","sonora : El nombre DNS no existe"
"sonw10mj070lgj","10.15.25.14","OK",""
"sonw10mj073jy1","10.15.25.21","OK",""
"sonw10mj073k03","10.15.25.15","OK",""
"sonw10pf15xl6g","10.15.25.25","OK",""
"sonw10pf18mfbq","10.15.25.20","OK",""
"sp1os12t0suhv2r","10.4.38.32","OK",""
"sp1os13t0ftj1gp","10.4.38.26","OK",""
"sp1os14toswhv2r","","NOT_OK","sp1os14toswhv2r : El nombre DNS no existe"
"sp1os15t0tahv2r","10.4.38.47","OK",""
"sp1ox10t0t4hv2r","10.4.38.23","OK",""
"sp1ox15t0szhv2r","","NOT_OK","sp1ox15t0szhv2r : El nombre DNS no existe"
"sp1w10mj002utq","10.3.1.7","OK",""
"sp1w10mj06hdpu","10.3.1.187","OK",""
"sp1w10mj070kx5","10.3.1.89","OK",""
"sp1w10mj070kxg","10.3.1.162","OK",""
"sp1w10mj070kxp","10.5.2.237","OK",""
"sp1w10mj070ky1","10.3.1.29","OK",""
"sp1w10mj070ky2","","NOT_OK","sp1w10mj070ky2 : El nombre DNS no existe"
"sp1w10mj070ky3","10.3.1.158","OK",""
"sp1w10mj070kya","10.3.1.60","OK",""
"sp1w10mj070kyx","10.3.1.92","OK",""
"sp1w10mj070kz9","10.3.1.28","OK",""
"sp1w10mj070kzg","10.3.1.65","OK",""
"sp1w10mj070kzy","10.3.9.123","OK",""
"sp1w10mj070l0n","10.3.11.97","OK",""
"sp1w10mj070l0v","10.3.1.76","OK",""
"sp1w10mj070l0w","10.3.1.181","OK",""
"sp1w10mj070l11","10.3.1.173","OK",""
"sp1w10mj070l13","10.3.1.103","OK",""
"sp1w10mj070l16","10.3.1.155","OK",""
"sp1w10mj070l17","10.3.11.97","OK",""
"sp1w10mj070l1d","10.3.1.67","OK",""
"sp1w10mj070l1h","10.3.1.134","OK",""
"sp1w10mj070l1m","10.3.1.211","OK",""
"sp1w10mj070l2c","10.3.1.180","OK",""
"sp1w10mj070l2k","10.3.9.121","OK",""
"sp1w10mj070le9","10.3.1.44","OK",""
"sp1w10mj070lej","10.3.1.32","OK",""
"sp1w10mj070lep","10.3.1.133","OK",""
"sp1w10mj070leu","10.3.1.171","OK",""
"sp1w10mj070lfm","10.3.1.193","OK",""
"sp1w10mj070lfn","10.3.1.192","OK",""
"sp1w10mj070lft","10.3.1.59","OK",""
"sp1w10mj070lg7","10.3.1.204","OK",""
"sp1w10mj070lg8","10.3.1.90","OK",""
"sp1w10mj070lgb","10.3.1.154","OK",""
"sp1w10mj070lgn","10.3.1.105","OK",""
"sp1w10mj070lgz","10.3.1.170","OK",""
"sp1w10mj070lh9","10.3.23.24","OK",""
"sp1w10mj070ljn","10.3.1.40","OK",""
"sp1w10mj070ljr","10.3.1.35","OK",""
"sp1w10mj070lk2","","NOT_OK","sp1w10mj070lk2 : El nombre DNS no existe"
"sp1w10mj070lk9","10.3.1.43","OK",""
"sp1w10mj070lkl","10.3.1.41","OK",""
"sp1w10mj070ll9","10.3.1.66","OK",""
"sp1w10mj070lll","10.3.1.31","OK",""
"sp1w10mj070lm9","10.3.10.26","OK",""
"sp1w10mj070lml","10.3.1.161","OK",""
"sp1w10mj070lmm","10.3.1.106","OK",""
"sp1w10mj070lmv","10.3.1.135","OK",""
"sp1w10mj070lnp","10.3.1.68","OK",""
"sp1w10mj070lp0","10.3.1.63","OK",""
"sp1w10mj070lp9","10.3.1.20","OK",""
"sp1w10mj070lq4","10.3.1.205","OK",""
"sp1w10mj070lq7","10.3.1.52","OK",""
"sp1w10mj070lqu","10.3.1.55","OK",""
"sp1w10mj070lrm","10.3.11.73","OK",""
"sp1w10mj070lrv","10.3.1.212","OK",""
"sp1w10mj071e42","10.3.1.54","OK",""
"sp1w10mj073jxc","10.3.1.139","OK",""
"sp1w10mj073jxf","10.3.1.56","OK",""
"sp1w10mj073jxj","","NOT_OK","sp1w10mj073jxj : El nombre DNS no existe"
"sp1w10mj073jxu","10.3.1.209","OK",""
"sp1w10mj073jxx","10.3.1.166","OK",""
"sp1w10mj073jy5","10.3.9.119","OK",""
"sp1w10mj073jyb","10.3.1.186","OK",""
"sp1w10mj073jye","10.3.1.137","OK",""
"sp1w10mj073jyq","","NOT_OK","sp1w10mj073jyq : El nombre DNS no existe"
"sp1w10mj073jyx","10.3.11.234","OK",""
"sp1w10mj073jyy","10.3.1.150","OK",""
"sp1w10mj073jz7","10.3.1.21","OK",""
"sp1w10mj073jzk","10.3.1.69","OK",""
"sp1w10mj073jzy","10.3.1.58","OK",""
"sp1w10mj073k00","10.3.1.215","OK",""
"sp1w10mj073k0p","","NOT_OK","sp1w10mj073k0p : El nombre DNS no existe"
"sp1w10mj073k0w","10.3.1.61","OK",""
"sp1w10mj073k13","10.3.1.203","OK",""
"sp1w10mj073k14","10.3.1.235","OK",""
"sp1w10mj073k1b","10.3.1.24","OK",""
"sp1w10mj073k1e","10.3.1.33","OK",""
"sp1w10mj073k1l","10.3.9.120","OK",""
"sp1w10mj073k1p","10.3.1.82","OK",""
"sp1w10mj073k26","10.3.1.46","OK",""
"sp1w10mj073k2a","10.3.1.124","OK",""
"sp1w10mj07olqz","10.3.10.54","OK",""
"sp1w10pf15x50t","10.3.1.64","OK",""
"sp1w10pf15xljh","10.3.1.165","OK",""
"sp1w10pf18hmkg","10.4.34.123","OK",""
"sp1w10pf18mf9c","10.4.35.82","OK",""
"sp1w10pf18mhgs","","NOT_OK","sp1w10pf18mhgs : El nombre DNS no existe"
"sp1w10pf18mmqk","","NOT_OK","sp1w10pf18mmqk : El nombre DNS no existe"
"sp1w10pf18mrx0","10.4.35.89","OK",""
"sp1w10pf18mu3k","10.3.1.78","OK",""
"sp1w10pf18n4s8","10.3.11.178","OK",""
"sp1w10pf18n8z5","10.3.1.14","OK",""
"sp1w10pf18nfg1","10.3.1.101","OK",""
"sp1w10pf18nfkb","10.3.1.120","OK",""
"sp1w10pf18ns55","10.4.34.194,10.3.1.18","OK",""
"sp1w10pf18nu93","10.4.34.166","OK",""
"sp1w10pf18nyhr","10.250.252.106,192.168.100.35","OK",""
"sp1w10pf18nykx","10.250.252.129,192.168.0.3","OK",""
"sp1w10pf18nym7","10.3.1.79","OK",""
"sp1w10pf18p8pw","10.250.252.108,192.168.0.6","OK",""
"sp1w10pf18pe06","10.250.252.13,192.168.0.9","OK",""
"sp1w10pf18pf7x","10.4.34.198","OK",""
"sp1w10pf18ph5l","10.3.1.53","OK",""
"sp1w10pf18pla4","10.4.34.245","OK",""
"sp1w10pf18pvme","10.3.1.26","OK",""
"sp1w10pf18qcg3","10.4.35.120","OK",""
"sp1w10pf18qfx2","10.4.34.12","OK",""
"sp1w10pf18qj5p","10.3.1.48","OK",""
"sp1w10pf18qspq","10.3.2.32","OK",""
"sp1w10wj070l2b","10.3.1.183","OK",""
"sp2os1590mqj1gc","","NOT_OK","sp2os1590mqj1gc : El nombre DNS no existe"
"sp2os15f0nkp3yw","","NOT_OK","sp2os15f0nkp3yw : El nombre DNS no existe"
"sp2os15t0t5hv2r","","NOT_OK","sp2os15t0t5hv2r : El nombre DNS no existe"
"sp2os15xc00zj1gp","","NOT_OK","sp2os15xc00zj1gp : El nombre DNS no existe"
"sp2osx12h16xl411","","NOT_OK","sp2osx12h16xl411 : El nombre DNS no existe"
"sp2osxt0tchv2r","","NOT_OK","sp2osxt0tchv2r : El nombre DNS no existe"
"sp2w105cd1391kr","","NOT_OK","sp2w105cd1391kr : El nombre DNS no existe"
"sp2w10d1391kpd","10.3.2.114,10.4.34.202","OK",""
"sp2w10d1391kw4","10.250.252.107","OK",""
"sp2w10d1391l13","","NOT_OK","sp2w10d1391l13 : El nombre DNS no existe"
"sp2w10mj070kxd","10.3.2.143","OK",""
"sp2w10mj070kxv","10.3.2.142","OK",""
"sp2w10mj070kzj","10.3.2.96","OK",""
"sp2w10mj070kzx","10.3.2.161","OK",""
"sp2w10mj070l0q","10.3.2.63","OK",""
"sp2w10mj070l21","10.3.2.67","OK",""
"sp2w10mj070lez","10.3.2.66","OK",""
"sp2w10mj070lha","","NOT_OK","sp2w10mj070lha : El nombre DNS no existe"
"sp2w10mj070lj9","10.5.13.130","OK",""
"sp2w10mj070ljy","10.3.2.129","OK",""
"sp2w10mj070lk0","10.3.2.188","OK",""
"sp2w10mj070lkg","10.3.2.186","OK",""
"sp2w10mj070lm7","10.3.2.146","OK",""
"sp2w10mj070lnv","10.3.2.162","OK",""
"sp2w10mj070lpe","10.3.2.108","OK",""
"sp2w10mj070lpr","10.3.5.146","OK",""
"sp2w10mj070lq0","10.3.2.187","OK",""
"sp2w10mj070lqy","10.5.1.150","OK",""
"sp2w10mj070lrf","10.3.2.134","OK",""
"sp2w10mj071e46","10.3.2.28","OK",""
"sp2w10mj073jxw","10.3.2.64","OK",""
"sp2w10mj073k0f","10.3.2.57","OK",""
"sp2w10mj073k0k","10.3.2.156","OK",""
"sp2w10mj073k0y","10.3.2.189","OK",""
"sp2w10mj073k12","","NOT_OK","sp2w10mj073k12 : El nombre DNS no existe"
"sp2w10mj073k1r","","NOT_OK","sp2w10mj073k1r : El nombre DNS no existe"
"sp2w10mj073yjf","10.3.2.151","OK",""
"sp2w10pf15x4y5","10.4.35.49,10.3.2.106","OK",""
"sp2w10pf15xl85","10.3.2.132","OK",""
"sp2w10pf15xlt6","10.4.34.7,10.3.2.182","OK",""
"sp2w10pf17ejta","10.3.2.76","OK",""
"sp2w10pf17ejvr","10.4.35.65","OK",""
"sp2w10pf17ejvw","10.3.2.55","OK",""
"sp2w10pf17ejwb","10.3.2.107","OK",""
"sp2w10pf185afg","10.3.2.90","OK",""
"sp2w10pf18guuk","10.4.34.169","OK",""
"sp2w10pf18gv2c","10.3.2.50","OK",""
"sp2w10pf18gwvq","10.3.2.72","OK",""
"sp2w10pf18h11t","","NOT_OK","sp2w10pf18h11t : El nombre DNS no existe"
"sp2w10pf18h6qy","10.3.2.115","OK",""
"sp2w10pf18hama","10.3.2.109","OK",""
"sp2w10pf18hap9","10.3.2.170","OK",""
"sp2w10pf18mhdn","10.3.2.22","OK",""
"sp2w10pf18mhh1","10.3.2.149","OK",""
"sp2w10pf18mkjg","10.3.2.58","OK",""
"sp2w10pf18mmp1","10.3.2.17","OK",""
"sp2w10pf18myeh","10.3.2.81","OK",""
"sp2w10pf18n0j0","10.3.2.141","OK",""
"sp2w10pf18n919","","NOT_OK","sp2w10pf18n919 : El nombre DNS no existe"
"sp2w10pf18nbbp","10.3.2.30","OK",""
"sp2w10pf18ndfw","10.3.2.80","OK",""
"sp2w10pf18nfl3","10.4.35.78","OK",""
"sp2w10pf18nln1","10.3.2.37","OK",""
"sp2w10pf18nmw9","10.3.2.204","OK",""
"sp2w10pf18nq1m","10.3.2.77","OK",""
"sp2w10pf18p2p61","","NOT_OK","sp2w10pf18p2p61 : El nombre DNS no existe"
"sp2w10pf18p4xc","10.3.2.171","OK",""
"sp2w10pf18p7ch","10.3.2.185","OK",""
"sp2w10pf18p7d7","10.4.35.67","OK",""
"sp2w10pf18pdx2","10.3.2.26","OK",""
"sp2w10pf18pf9g","10.3.2.51","OK",""
"sp2w10pf18ph4v","","NOT_OK","sp2w10pf18ph4v : El nombre DNS no existe"
"sp2w10pf18phxf","10.4.34.34","OK",""
"sp2w10pf18pkd2","10.3.4.183","OK",""
"sp2w10pf18pld1","10.3.2.100","OK",""
"sp2w10pf18pp5k","10.3.2.206","OK",""
"sp2w10pf18puf4","10.4.38.188","OK",""
"sp2w10pf18qj62","10.4.34.126","OK",""
"sp2w10pf18qj7r","10.3.2.105","OK",""
"sp2w10pf18qm8l","10.4.35.14","OK",""
"sp2w10pf18qzxm","10.3.2.65","OK",""
"sp2w10pf2shpka","10.250.252.126,192.168.100.12","OK",""
"sp2w10pf2sqjyx","10.3.2.139","OK",""
"sp2w10pf2sqk20","10.4.38.181,10.3.2.113","OK",""
"sp2w10pf2sqnrj","10.250.252.43","OK",""
"sp2w10pf2sr9z5","10.250.252.51,192.168.100.92","OK",""
"sp2w10pf2sra07","10.4.38.184","OK",""
"sp2w10pf2srb75","10.250.252.128,192.168.0.21","OK",""
"sp2w10pf2srb88","10.250.252.130","OK",""
"sp2w11pf2sqle6","","NOT_OK","sp2w11pf2sqle6 : El nombre DNS no existe"
"sp2w1opf2sqdyq","10.3.11.96","OK",""
"sp3mj070lgy","10.10.110.66","OK",""
"sp3w102mj070lf6","10.3.6.2","OK",""
"sp3w10d1391kvf","10.250.252.116","OK",""
"sp3w10mj070kxu","","NOT_OK","sp3w10mj070kxu : El nombre DNS no existe"
"sp3w10mj070kyp","10.3.3.16","OK",""
"sp3w10mj070kyt","10.3.3.191","OK",""
"sp3w10mj070kz3","10.3.3.19","OK",""
"sp3w10mj070kzv","10.3.3.93","OK",""
"sp3w10mj070l03","10.3.3.98","OK",""
"sp3w10mj070l06b","10.3.3.145","OK",""
"sp3w10mj070l0t","10.3.3.41","OK",""
"sp3w10mj070l0z","10.3.3.188","OK",""
"sp3w10mj070l14","10.3.3.100","OK",""
"sp3w10mj070l1n","10.3.3.123","OK",""
"sp3w10mj070l1t","10.3.3.179","OK",""
"sp3w10mj070l1u","10.3.3.174","OK",""
"sp3w10mj070l27","10.3.3.144","OK",""
"sp3w10mj070l2l","10.3.3.61","OK",""
"sp3w10mj070l2t","10.3.3.73","OK",""
"sp3w10mj070lev","10.10.110.10","OK",""
"sp3w10mj070lf0","10.10.110.82","OK",""
"sp3w10mj070lf2","10.10.110.130","OK",""
"sp3w10mj070lfc","10.3.3.189","OK",""
"sp3w10mj070lg3","10.3.3.217","OK",""
"sp3w10mj070lga","10.3.3.108","OK",""
"sp3w10mj070lgc","10.10.110.133","OK",""
"sp3w10mj070lj6","10.3.3.17","OK",""
"sp3w10mj070ljg","10.3.3.207","OK",""
"sp3w10mj070ljv","","NOT_OK","sp3w10mj070ljv : El nombre DNS no existe"
"sp3w10mj070ljw","","NOT_OK","sp3w10mj070ljw : El nombre DNS no existe"
"sp3w10mj070ll5","10.10.110.11","OK",""
"sp3w10mj070llw","10.3.3.37","OK",""
"sp3w10mj070lnr","10.3.3.206","OK",""
"sp3w10mj070lp7","10.3.3.153","OK",""
"sp3w10mj070lpp","10.3.1.37","OK",""
"sp3w10mj070lpw","","NOT_OK","sp3w10mj070lpw : El nombre DNS no existe"
"sp3w10mj070lpx","10.3.3.96","OK",""
"sp3w10mj070lqb","10.3.3.192","OK",""
"sp3w10mj070lqn","10.3.3.158","OK",""
"sp3w10mj070lqq","","NOT_OK","sp3w10mj070lqq : El nombre DNS no existe"
"sp3w10mj070lra","10.3.3.49","OK",""
"sp3w10mj070lre","","NOT_OK","sp3w10mj070lre : El nombre DNS no existe"
"sp3w10mj070lrg","10.3.3.75","OK",""
"sp3w10mj070lrh","","NOT_OK","sp3w10mj070lrh : El nombre DNS no existe"
"sp3w10mj070lrs","10.3.3.31","OK",""
"sp3w10mj071e44","10.3.3.150","OK",""
"sp3w10mj073jxg","10.3.3.155","OK",""
"sp3w10mj073jxs","10.3.3.40","OK",""
"sp3w10mj073jxt","10.3.3.120","OK",""
"sp3w10mj073jy0","10.3.3.152","OK",""
"sp3w10mj073jy4","","NOT_OK","sp3w10mj073jy4 : El nombre DNS no existe"
"sp3w10mj073jy9","10.3.3.184","OK",""
"sp3w10mj073jyg","10.3.3.162","OK",""
"sp3w10mj073jyj","10.3.3.22","OK",""
"sp3w10mj073jym","10.3.3.53","OK",""
"sp3w10mj073jys","10.5.1.189","OK",""
"sp3w10mj073jyz","10.3.3.209","OK",""
"sp3w10mj073jz2","","NOT_OK","sp3w10mj073jz2 : El nombre DNS no existe"
"sp3w10mj073jza","10.3.3.109","OK",""
"sp3w10mj073jze","10.3.3.210","OK",""
"sp3w10mj073jzm","10.3.3.34","OK",""
"sp3w10mj073jzs","10.3.3.133","OK",""
"sp3w10mj073k06","10.3.51.31","OK",""
"sp3w10mj073k09","10.3.2.70","OK",""
"sp3w10mj073k1a","10.3.3.199","OK",""
"sp3w10mj073k1f","10.3.23.25","OK",""
"sp3w10mj073k1m","10.10.110.67","OK",""
"sp3w10mj073k2b","10.10.110.83","OK",""
"sp3w10mj073k2c","10.3.3.121","OK",""
"sp3w10mj073k2g","10.3.3.74","OK",""
"sp3w10pf0zdkte","10.250.252.47,192.168.4.41","OK",""
"sp3w10pf15x4yx","10.250.252.64,192.168.100.94","OK",""
"sp3w10pf15x5c7","10.250.252.119","OK",""
"sp3w10pf15xlst","10.250.252.5,192.168.1.66","OK",""
"sp3w10pf15xluh","10.250.252.15","OK",""
"sp3w10pf15xlvf","10.3.3.86","OK",""
"sp3w10pf17ejup","10.250.252.125,192.168.0.12","OK",""
"sp3w10pf17ejuy","10.4.35.128","OK",""
"sp3w10pf17ejwj","10.250.252.84,192.168.0.12","OK",""
"sp3w10pf1856yq","10.250.252.110,192.168.1.72","OK",""
"sp3w10pf18gut4","10.250.252.13","OK",""
"sp3w10pf18h03r","10.250.252.115","OK",""
"sp3w10pf18h6ny","10.250.252.97,192.168.0.8","OK",""
"sp3w10pf18hanc","10.3.3.187","OK",""
"sp3w10pf18haq1","10.250.252.19","OK",""
"sp3w10pf18mimsk","10.250.252.169","OK",""
"sp3w10pf18mry2","10.4.35.13","OK",""
"sp3w10pf18mrzj","10.3.3.185","OK",""
"sp3w10pf18mu1m","10.250.252.162,192.168.100.12","OK",""
"sp3w10pf18n4se","10.250.252.15","OK",""
"sp3w10pf18n4t5","10.250.252.71,192.168.0.6","OK",""
"sp3w10pf18n7up","10.250.252.55","OK",""
"sp3w10pf18n90d","10.250.253.241","OK",""
"sp3w10pf18n90t","10.250.252.184","OK",""
"sp3w10pf18nmvp","10.3.51.251","OK",""
"sp3w10pf18nmxl","10.3.3.215","OK",""
"sp3w10pf18nymm","","NOT_OK","sp3w10pf18nymm : El nombre DNS no existe"
"sp3w10pf18p1bn","10.250.252.7","OK",""
"sp3w10pf18p45r","10.250.252.26,192.168.1.113","OK",""
"sp3w10pf18p46a","10.250.252.160","OK",""
"sp3w10pf18pdw6","10.250.252.15","OK",""
"sp3w10pf18pdyn","10.250.252.117,192.168.0.20","OK",""
"sp3w10pf18ph6x","10.4.34.233,10.3.51.232","OK",""
"sp3w10pf18ph8f","10.250.252.49,192.168.1.77","OK",""
"sp3w10pf18pp4l","10.250.252.33,192.168.0.17","OK",""
"sp3w10pf18ps7j","10.250.252.135","OK",""
"sp3w10pf18pufj","10.3.3.122","OK",""
"sp3w10pf18puhy","10.250.252.46,192.168.100.9","OK",""
"sp3w10pf18py3t","10.250.252.53","OK",""
"sp3w10pf18q4bx","10.250.252.130","OK",""
"sp3w10pf18q96w","10.250.252.130,192.168.0.14","OK",""
"sp3w10pf18qcl2","10.250.252.114","OK",""
"sp3w10pf18qg06","10.3.51.32","OK",""
"sp3w10pf18qj9c","10.250.252.107,192.168.100.8","OK",""
"sp3w10pf18qm9h","10.250.252.25","OK",""
"sp3w10pf18qpzu","10.250.252.10,192.168.100.9","OK",""
"sp3w10pf18qsmu","10.250.252.74","OK",""
"sp3w10pf19jcpz","10.250.252.119","OK",""
"sp3w10pf19js47","192.168.1.80,10.250.253.242","OK",""
"sp3w10pf2sqpyc","10.250.252.144","OK",""
"sp3w7mj070llp","","NOT_OK","sp3w7mj070llp : El nombre DNS no existe"
"sp3w8mj070ler","10.3.51.35","OK",""
"sp4os15t0t9hv2r","","NOT_OK","sp4os15t0t9hv2r : El nombre DNS no existe"
"sp4w105cd1391kn","","NOT_OK","sp4w105cd1391kn : El nombre DNS no existe"
"sp4w10d1391kmb","","NOT_OK","sp4w10d1391kmb : El nombre DNS no existe"
"sp4w10d1391l31","10.250.252.4","OK",""
"sp4w10mj06heem","10.3.4.108","OK",""
"sp4w10mj070kxl","10.3.4.86","OK",""
"sp4w10mj070ky9","10.3.4.107","OK",""
"sp4w10mj070l26","10.3.4.147","OK",""
"sp4w10mj070l2k","10.3.4.89","OK",""
"sp4w10mj070let","","NOT_OK","sp4w10mj070let : El nombre DNS no existe"
"sp4w10mj070lf8","10.3.4.103","OK",""
"sp4w10mj070lfl","10.3.4.187","OK",""
"sp4w10mj070lg5","","NOT_OK","sp4w10mj070lg5 : El nombre DNS no existe"
"sp4w10mj070lj1","10.3.4.73","OK",""
"sp4w10mj070ll4","10.3.4.24","OK",""
"sp4w10mj070lm2","10.3.4.141","OK",""
"sp4w10mj070lm8","10.3.4.190","OK",""
"sp4w10mj070lmd","10.3.4.165","OK",""
"sp4w10mj070lmk","","NOT_OK","sp4w10mj070lmk : El nombre DNS no existe"
"sp4w10mj070ln0","10.3.4.22","OK",""
"sp4w10mj070lnm","10.3.4.145","OK",""
"sp4w10mj070lpl","10.3.4.59","OK",""
"sp4w10mj070lpu","","NOT_OK","sp4w10mj070lpu : El nombre DNS no existe"
"sp4w10mj070lru","10.3.4.166","OK",""
"sp4w10mj073jxk","10.3.5.20","OK",""
"sp4w10mj073jxp","10.3.4.164","OK",""
"sp4w10mj073jyu","10.3.4.160","OK",""
"sp4w10mj073jz5","10.3.4.110","OK",""
"sp4w10mj073jz6","10.3.4.90","OK",""
"sp4w10mj073jzd","10.3.4.75","OK",""
"sp4w10mj073jzg","10.3.4.159","OK",""
"sp4w10mj073k1k","10.3.4.186","OK",""
"sp4w10mj073k1v","","NOT_OK","sp4w10mj073k1v : El nombre DNS no existe"
"sp4w10pf15x4zh","10.250.252.103,192.168.0.9","OK",""
"sp4w10pf17ejsf","","NOT_OK","sp4w10pf17ejsf : El nombre DNS no existe"
"sp4w10pf17ejtk","10.4.35.40","OK",""
"sp4w10pf17ejw2","10.3.4.119","OK",""
"sp4w10pf1855rh","10.4.34.139","OK",""
"sp4w10pf1856we","10.250.252.50","OK",""
"sp4w10pf1856xb","10.250.252.187,192.168.0.11","OK",""
"sp4w10pf1856z9","10.250.252.21,192.168.0.8","OK",""
"sp4w10pf1856zq","10.250.252.190","OK",""
"sp4w10pf18gusr","10.250.252.141,192.168.68.107","OK",""
"sp4w10pf18h7l9","10.4.34.96","OK",""
"sp4w10pf18h7p9","10.250.252.1","OK",""
"sp4w10pf18hmud","10.250.252.14","OK",""
"sp4w10pf18mfa3","10.250.252.23","OK",""
"sp4w10pf18mfda","10.4.35.137","OK",""
"sp4w10pf18mhfh","10.250.252.68","OK",""
"sp4w10pf18mmnj","10.250.252.4","OK",""
"sp4w10pf18mu2l","192.168.0.9,10.250.252.17","OK",""
"sp4w10pf18mw9d","10.3.4.95","OK",""
"sp4w10pf18n2le","10.250.252.108,192.168.0.101","OK",""
"sp4w10pf18n2mb","10.250.252.153","OK",""
"sp4w10pf18n6u3","10.250.252.125","OK",""
"sp4w10pf18nq09","10.250.252.81,192.168.0.23","OK",""
"sp4w10pf18nq13","10.4.35.112","OK",""
"sp4w10pf18nz9z","10.250.252.32,192.168.0.184","OK",""
"sp4w10pf18nza4","10.4.35.199","OK",""
"sp4w10pf18nzac","10.3.4.182","OK",""
